league_id,region,region_flag,region_url,league,league_crest,league_url,date_updated,last_updated,other_names,abbreviations,search_terms
EUROPE_EUROPA_LEAGUE___PLAY_OFFS___1/16_FINALS,EUROPE,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAYAAABU1PscAAAAAXNSR0IArs4c6QAABetJREFUWAntV3lMlEcU/+3BwgIKCCunXYSCYvHWYLF44FFsrT3SQ9RoPdOYNCa2Sa80Mbb+U6uVpId/qLXWtrZqrNIUUVvjfQCKAiqIyL1cW6GsLCws23kj3+d+7LfsutWoiS/ZnZn33sy8N+/N782nmDTnoA2PMSkfY9u56U8ceNgRfCQioFDY4Ofd7tFZqD2a1TMpyLcVL448LVniWMkoVBlDJby+Bq+MOY4VUzLhpzFj17lp+O7oq32pO8j+lwNd3Sosn5wpWXRP7lTJ2NlApezGwolZeJv9BJqb9BdS4i8jt3woShsiUFgdg7LGSEEs20oc8Pcx493pu9Fm8cHJkhFQsCkKpQ2XK2PR0aWBRt2J6JA6lNQN4ou1tvvCaApAsH8LH5s7Nei0qiQb6UMMmDfhCDYdehNmizeXTRqSj5Wp+xAWYJTo0iAyqJH/BEEFi2a5MRy7z09FQXWswBZbiQMzhuUgLfE8F77GQisQFQpzhw+0LE/JqbSNG0Rjms1+3IGqWzp8dmAxrCwqAkUxYzLSMxDkZ0JCeDnyK+MxRl+MQQMaBBWXrT64HvRLibuE9Vnp+PNysmSOxIHwwCaJUBiQ0b7MeEqZEywyWk276ACdSoDPbSzf/gF3UpgToDXhy7lfc+OJJxgiyO+1/eHULBTVxDhMkzjw99WxiA+rQm2zDvGhlYgLrZZMoLRa8/tSfDpnO/x92vDTmZnYcTqNpxRFyJ5sLFZtLGVu3fYXnbCXu+obWoKh9bLAxNZYd2ARrtQOlp2i0g9ZsEaQNJkCcbBgAk5dH44LLNyT4/PZyXcIYjzVE842ixbTEvIwWGdguZmK6/V37oSoyDoWqxc3gO5J74Ow15PrU8ou3vYJj3LWpWTkV8XJqXGeJAL2WtX/DMSqX1Zhx7LPQYhBpGR4PW1YHrvQXnycEF6BsdHXkMdQw54G+P2L1c/v4ohiz3e3392thEphxbFro1HTHNLntD4LGTlRK7OAN0Mj4+3+WH9wHq4Zoh02mBhXwC5tBU8fB6EbjIzDb2DkoBsujaelnEZA2OdiZZwDajS39cOSbR+jmeW3HCXFFOG33FQYbgVDr6uDjsHsrBFnoVF1yqmLPEIyKoKlDVEgEHCHXDrw89kZmJmYAx+1heFxGCydXvg1J9Wp8cH9WpAYWcbTp9umAAGDqUPLbbmTejZ4q7tkbSMg+GjPOxgfcxWnS4fL6vRmunTAwFJoXeZCXnj2X0hBIYOy8qaw3uuI46XP/SGiDt2Z6cNyuex6fRRiB9Zgb+4UVvz6Yxmr4Gp2twhtwllBq2Qnv4fJiHLKEnjrzp9LB2iR48WjUFAVixdGnMGC5GxsPvoy+rGqTUbRhbMntcpqPxT7VATP3XiGv3cI7SKCjLBaldhyYjZ2Ll+LI1fGIbswSdR3t6O41y+yASyfv1nwFSJY0WtoDcKa/UtQVH0Xo+mUV8/cBZWqm8OnWnnXoSKG5St3vMdto2eEqcMXpnYt6LlBgGFfxR+YA7TwzhVrxYtNxWr/xRRkFSShoilcsu/mRes5GhGzlRm67PsPUcdSpje9Pu4oRutLeN34lr1G6WXqxSJJjzpXJI2/K+0eeVlThKjpq+lAetIRTB16UeQJnTOliUIXZQ2RssaTwr4Lk7D1+EvYenI2O4RQ/nB89ulCt5DIIwcIpwlKBaLKeax4tDAU28Kau6mVU+H8NCl1yhoj0Gr2xZbFXyBjfgbGRRfzp4i4mJOORw4YWwNY/geKS27Mfgs3G6XpQ8LiOj3XKWep9eOpNFHfWSdj/ib2XDdwyKZ2IQMMV+QWCsktEhXYyNn0FXWA3QE5ogu6N28yDheNlxM78PJuDkUVu8yDdbU8Je0PyUG5h3HPKETzvFlRO/T+amTmJ2NDdjpsrGDdT1Ky+kDfDfnsFdBl7fuM+5Y6sUrHqi29Njcemnvfjactqbbk3nSvmHl0B9rYp2N9S5BDEXPi7wNle5RCZFGIfzOooj5s8igCZPSjYDzZ4bEDNPlRoCcOPOwo/Afa6icA+n0/zQAAAABJRU5ErkJggg==",https://www.flashscore.com/football/europe/,EUROPA LEAGUE - PLAY OFFS - 1/16-FINALS,None,https://www.flashscore.com/football/europe/europa-league/,26.02.2026,2026-02-26T02:56:35.660982+00:00,None,None,None
t6Dr0fQr,EUROPE,https://www.flashscore.com/fl_6,https://www.flashscore.com/football/europe/,EUROPA LEAGUE - PLAY OFFS - 1/16-FINALS,https://static.flashscore.com/res/image/data/lxUusmmd-nyYh4pi6.png,https://www.flashscore.com/football/europe/europa-league/,26.02.2026,2026-02-26T03:19:02.896325+00:00,None,None,None
vBI4pVY4,EUROPE,https://www.flashscore.com/fl_6,https://www.flashscore.com/football/europe/,CONFERENCE LEAGUE - PLAY OFFS - 1/16-FINALS,https://static.flashscore.com/res/image/data/6a9THkA7-4WOxZboS.png,https://www.flashscore.com/football/europe/conference-league/,26.02.2026,2026-02-26T03:30:49.854877+00:00,None,None,None
EUROPE_CONFERENCE_LEAGUE___PLAY_OFFS___1/16_FINALS,EUROPE,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAYAAABU1PscAAAAAXNSR0IArs4c6QAABetJREFUWAntV3lMlEcU/+3BwgIKCCunXYSCYvHWYLF44FFsrT3SQ9RoPdOYNCa2Sa80Mbb+U6uVpId/qLXWtrZqrNIUUVvjfQCKAiqIyL1cW6GsLCws23kj3+d+7LfsutWoiS/ZnZn33sy8N+/N782nmDTnoA2PMSkfY9u56U8ceNgRfCQioFDY4Ofd7tFZqD2a1TMpyLcVL448LVniWMkoVBlDJby+Bq+MOY4VUzLhpzFj17lp+O7oq32pO8j+lwNd3Sosn5wpWXRP7lTJ2NlApezGwolZeJv9BJqb9BdS4i8jt3woShsiUFgdg7LGSEEs20oc8Pcx493pu9Fm8cHJkhFQsCkKpQ2XK2PR0aWBRt2J6JA6lNQN4ou1tvvCaApAsH8LH5s7Nei0qiQb6UMMmDfhCDYdehNmizeXTRqSj5Wp+xAWYJTo0iAyqJH/BEEFi2a5MRy7z09FQXWswBZbiQMzhuUgLfE8F77GQisQFQpzhw+0LE/JqbSNG0Rjms1+3IGqWzp8dmAxrCwqAkUxYzLSMxDkZ0JCeDnyK+MxRl+MQQMaBBWXrT64HvRLibuE9Vnp+PNysmSOxIHwwCaJUBiQ0b7MeEqZEywyWk276ACdSoDPbSzf/gF3UpgToDXhy7lfc+OJJxgiyO+1/eHULBTVxDhMkzjw99WxiA+rQm2zDvGhlYgLrZZMoLRa8/tSfDpnO/x92vDTmZnYcTqNpxRFyJ5sLFZtLGVu3fYXnbCXu+obWoKh9bLAxNZYd2ARrtQOlp2i0g9ZsEaQNJkCcbBgAk5dH44LLNyT4/PZyXcIYjzVE842ixbTEvIwWGdguZmK6/V37oSoyDoWqxc3gO5J74Ow15PrU8ou3vYJj3LWpWTkV8XJqXGeJAL2WtX/DMSqX1Zhx7LPQYhBpGR4PW1YHrvQXnycEF6BsdHXkMdQw54G+P2L1c/v4ohiz3e3392thEphxbFro1HTHNLntD4LGTlRK7OAN0Mj4+3+WH9wHq4Zoh02mBhXwC5tBU8fB6EbjIzDb2DkoBsujaelnEZA2OdiZZwDajS39cOSbR+jmeW3HCXFFOG33FQYbgVDr6uDjsHsrBFnoVF1yqmLPEIyKoKlDVEgEHCHXDrw89kZmJmYAx+1heFxGCydXvg1J9Wp8cH9WpAYWcbTp9umAAGDqUPLbbmTejZ4q7tkbSMg+GjPOxgfcxWnS4fL6vRmunTAwFJoXeZCXnj2X0hBIYOy8qaw3uuI46XP/SGiDt2Z6cNyuex6fRRiB9Zgb+4UVvz6Yxmr4Gp2twhtwllBq2Qnv4fJiHLKEnjrzp9LB2iR48WjUFAVixdGnMGC5GxsPvoy+rGqTUbRhbMntcpqPxT7VATP3XiGv3cI7SKCjLBaldhyYjZ2Ll+LI1fGIbswSdR3t6O41y+yASyfv1nwFSJY0WtoDcKa/UtQVH0Xo+mUV8/cBZWqm8OnWnnXoSKG5St3vMdto2eEqcMXpnYt6LlBgGFfxR+YA7TwzhVrxYtNxWr/xRRkFSShoilcsu/mRes5GhGzlRm67PsPUcdSpje9Pu4oRutLeN34lr1G6WXqxSJJjzpXJI2/K+0eeVlThKjpq+lAetIRTB16UeQJnTOliUIXZQ2RssaTwr4Lk7D1+EvYenI2O4RQ/nB89ulCt5DIIwcIpwlKBaLKeax4tDAU28Kau6mVU+H8NCl1yhoj0Gr2xZbFXyBjfgbGRRfzp4i4mJOORw4YWwNY/geKS27Mfgs3G6XpQ8LiOj3XKWep9eOpNFHfWSdj/ib2XDdwyKZ2IQMMV+QWCsktEhXYyNn0FXWA3QE5ogu6N28yDheNlxM78PJuDkUVu8yDdbU8Je0PyUG5h3HPKETzvFlRO/T+amTmJ2NDdjpsrGDdT1Ky+kDfDfnsFdBl7fuM+5Y6sUrHqi29Njcemnvfjactqbbk3nSvmHl0B9rYp2N9S5BDEXPi7wNle5RCZFGIfzOooj5s8igCZPSjYDzZ4bEDNPlRoCcOPOwo/Afa6icA+n0/zQAAAABJRU5ErkJggg==",https://www.flashscore.com/football/europe/,CONFERENCE LEAGUE - PLAY OFFS - 1/16-FINALS,None,https://www.flashscore.com/football/europe/conference-league/,26.02.2026,2026-02-26T04:07:55.482562+00:00,None,None,None
SOUTH_AMERICA_COPA_LIBERTADORES___QUALIFICATION___SEMI_FINALS,SOUTH AMERICA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAYAAABU1PscAAAAAXNSR0IArs4c6QAABetJREFUWAntV3lMlEcU/+3BwgIKCCunXYSCYvHWYLF44FFsrT3SQ9RoPdOYNCa2Sa80Mbb+U6uVpId/qLXWtrZqrNIUUVvjfQCKAiqIyL1cW6GsLCws23kj3+d+7LfsutWoiS/ZnZn33sy8N+/N782nmDTnoA2PMSkfY9u56U8ceNgRfCQioFDY4Ofd7tFZqD2a1TMpyLcVL448LVniWMkoVBlDJby+Bq+MOY4VUzLhpzFj17lp+O7oq32pO8j+lwNd3Sosn5wpWXRP7lTJ2NlApezGwolZeJv9BJqb9BdS4i8jt3woShsiUFgdg7LGSEEs20oc8Pcx493pu9Fm8cHJkhFQsCkKpQ2XK2PR0aWBRt2J6JA6lNQN4ou1tvvCaApAsH8LH5s7Nei0qiQb6UMMmDfhCDYdehNmizeXTRqSj5Wp+xAWYJTo0iAyqJH/BEEFi2a5MRy7z09FQXWswBZbiQMzhuUgLfE8F77GQisQFQpzhw+0LE/JqbSNG0Rjms1+3IGqWzp8dmAxrCwqAkUxYzLSMxDkZ0JCeDnyK+MxRl+MQQMaBBWXrT64HvRLibuE9Vnp+PNysmSOxIHwwCaJUBiQ0b7MeEqZEywyWk276ACdSoDPbSzf/gF3UpgToDXhy7lfc+OJJxgiyO+1/eHULBTVxDhMkzjw99WxiA+rQm2zDvGhlYgLrZZMoLRa8/tSfDpnO/x92vDTmZnYcTqNpxRFyJ5sLFZtLGVu3fYXnbCXu+obWoKh9bLAxNZYd2ARrtQOlp2i0g9ZsEaQNJkCcbBgAk5dH44LLNyT4/PZyXcIYjzVE842ixbTEvIwWGdguZmK6/V37oSoyDoWqxc3gO5J74Ow15PrU8ou3vYJj3LWpWTkV8XJqXGeJAL2WtX/DMSqX1Zhx7LPQYhBpGR4PW1YHrvQXnycEF6BsdHXkMdQw54G+P2L1c/v4ohiz3e3392thEphxbFro1HTHNLntD4LGTlRK7OAN0Mj4+3+WH9wHq4Zoh02mBhXwC5tBU8fB6EbjIzDb2DkoBsujaelnEZA2OdiZZwDajS39cOSbR+jmeW3HCXFFOG33FQYbgVDr6uDjsHsrBFnoVF1yqmLPEIyKoKlDVEgEHCHXDrw89kZmJmYAx+1heFxGCydXvg1J9Wp8cH9WpAYWcbTp9umAAGDqUPLbbmTejZ4q7tkbSMg+GjPOxgfcxWnS4fL6vRmunTAwFJoXeZCXnj2X0hBIYOy8qaw3uuI46XP/SGiDt2Z6cNyuex6fRRiB9Zgb+4UVvz6Yxmr4Gp2twhtwllBq2Qnv4fJiHLKEnjrzp9LB2iR48WjUFAVixdGnMGC5GxsPvoy+rGqTUbRhbMntcpqPxT7VATP3XiGv3cI7SKCjLBaldhyYjZ2Ll+LI1fGIbswSdR3t6O41y+yASyfv1nwFSJY0WtoDcKa/UtQVH0Xo+mUV8/cBZWqm8OnWnnXoSKG5St3vMdto2eEqcMXpnYt6LlBgGFfxR+YA7TwzhVrxYtNxWr/xRRkFSShoilcsu/mRes5GhGzlRm67PsPUcdSpje9Pu4oRutLeN34lr1G6WXqxSJJjzpXJI2/K+0eeVlThKjpq+lAetIRTB16UeQJnTOliUIXZQ2RssaTwr4Lk7D1+EvYenI2O4RQ/nB89ulCt5DIIwcIpwlKBaLKeax4tDAU28Kau6mVU+H8NCl1yhoj0Gr2xZbFXyBjfgbGRRfzp4i4mJOORw4YWwNY/geKS27Mfgs3G6XpQ8LiOj3XKWep9eOpNFHfWSdj/ib2XDdwyKZ2IQMMV+QWCsktEhXYyNn0FXWA3QE5ogu6N28yDheNlxM78PJuDkUVu8yDdbU8Je0PyUG5h3HPKETzvFlRO/T+amTmJ2NDdjpsrGDdT1Ky+kDfDfnsFdBl7fuM+5Y6sUrHqi29Njcemnvfjactqbbk3nSvmHl0B9rYp2N9S5BDEXPi7wNle5RCZFGIfzOooj5s8igCZPSjYDzZ4bEDNPlRoCcOPOwo/Afa6icA+n0/zQAAAABJRU5ErkJggg==",https://www.flashscore.com/football/south-america/,COPA LIBERTADORES - QUALIFICATION - SEMI-FINALS,None,https://www.flashscore.com/football/south-america/copa-libertadores/,26.02.2026,2026-02-26T04:14:11.782784+00:00,None,None,None
Iylbph6E,ALGERIA,https://www.flashscore.com/fl_18,https://www.flashscore.com/football/algeria/,LIGUE 1 - ROUND 21,https://static.flashscore.com/res/image/data/6Z5TrpAj-CGYkC9et.png,https://www.flashscore.com/football/algeria/ligue-1/,26.02.2026,2026-02-26T04:16:34.993947+00:00,None,None,None
ARGENTINA_LIGA_PROFESIONAL___APERTURA___ROUND_7,ARGENTINA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABZklEQVR42uyVwUrDQBCGd8NiWxpohWgkWMFCvdmLCkr1ZE8i6MFX8V18BvEsKAoeLEVtvYSKUAxIEJtYTdukZoNp1in6BK40Oeywh2Vgl4+Zf/7Bh8dtlKSQUMJCAAkgASSA4g583npPFhBjjPcPajFqo9DDchGlVc7PCNfrcMi6deYarKcjkh0DZVRprgr3eICizgU1r5/v640bP0XoUlkrrZQyIMz5vTiAwiFyjbuz2/7bYGdfDeioUbMoHa3lNcRRpL8DMc9g1KLuYLWinJ6YkKlsq+0HZywpz8D55YmPfehBVYIwnZueWijKcFQtY7/6kAGmOFpG5JScA+nozVFhMQtwevNjtqCklRICdU/eGKEpmGS3DqoBjRq1rt50+s7X5m4ZBg1zAPH5ELWiziXyrZ75CCqG3uGZDUlZ53GjfzDGsbrBh35qxlGbX6An+zNRq4McXb2IbS+ABJAAEkBJBvoWYABdu41Ctzf5LgAAAABJRU5ErkJggg==",https://www.flashscore.com/football/argentina/,LIGA PROFESIONAL - APERTURA - ROUND 7,None,https://www.flashscore.com/football/argentina/liga-profesional/,26.02.2026,2026-02-26T04:22:27.434685+00:00,None,None,None
hEGySgf3,BERMUDA,https://www.flashscore.com/fl_230,https://www.flashscore.com/football/bermuda/,PREMIER LEAGUE - ROUND 13,https://static.flashscore.com/res/image/data/bTArD2kd-WzO0Uzpf.png,https://www.flashscore.com/football/bermuda/premier-league/,26.02.2026,2026-02-26T04:23:47.302082+00:00,None,None,None
BERMUDA_PREMIER_LEAGUE___ROUND_13,BERMUDA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAECElEQVR42mK8X1IulZ/7g09w/vxd8+ft+vTpGwMMLF9ewZwUDmTwmpl8yCiNjOyAS/HxccWFWHgxvPi+ZjWXlgbQhJtJqQzUAEw/nzy9ZOv0rrkpM9j00OGe/IIAoGV4NABlc5KcVoQoOK6ZzHjtssrMqerLF+968ouBSoCpkUH7Q0E1Mc7C5RQ725LS0jnUchDLiRM3gMjCQjupwJX3xG6gs0RCAjPzcxMT3YDSt2Dq1GQEgE75DnSKlgbQKbwWZmvXHJloW/LkyRsGqgLGT6dOI/O/Xbv+99NndhlpNhlpIPdmfDKQ5NJQl8rO+HbtBjMfL5eWJlaDICqp4KDTmnoMNAPA3IBfwedTZ9CjjIGWQH3BXDj79ZWrV1IyuS3MzCb0wAXPaOmjO0gqOxOPic+mTgeS7NJSwgH++O2GqMQDjiel/ZSSZD51GugyUR1tnIm65MgHUNjycSUluplbaPx68vTZxMlv1qwHJlvh2joGsDVs0lLANARJYY+b24CJSTwp/r6m2aK1Jz7Dyq0iQqGl9OoNwytQDvi0aw8eBzFdu/YI6I7u7hRDGd4HpRXAXAYsAq6EpKc+Eb/76S9c3ckTN6IiOy5/YgRmdWAu+3ziJFdpdqHMDxMtKaAJwHyKy4K/nz5dXbEKGCqf//2DiDDz8QFFnj59hT2EgKUOx6f3z5qbIKECdMq8E8+enLiEqRRcQHRYWGjk5weYL1/8+cQpYFg6XlvtFRK6jUGCYfl5XG6a+YTJ9tDUp9kF/PyfPmtKity8d/CMRqD8C2lpMSwOekeEU4hx1l8c6h++ecKrKXFPWplVVPrwD1uWL4wM0sYM0gwK0jjS0JuNm3ltrHY9+f3k7C5LoAArUpGwcQ2E8evpMyA7lPUFQu7si3VxB56ZawCjm9fGmoGF5fPZc9jTxMkz4XtX7ZH/5qbpevqJog3L52e/mFT39D7YwqYxfRkWB0HMssRaAmxcDaF/Pn3G9HR1KKaCs8+fnd2PP0Q/rd/J8vrpR1FJ1k+v4m72cX/5qqzkJPWcnenUGWDCwuIBBhqDt48e/0lK8fBKfP9NnekH81sepXefvnzzdwJKvcLmIOY0UXHauaZB4u5uXWZpOVlFMY2Ltz5+YxPklddh4RN5/u9GntDTcwKvHY69omtJff3eBYb//28vnqb9kkG6tY5bTe3v7zcC9d33md6xuYo++/SS3iGk/fjXMTEBnUdyZ1jeblG8xfCFcfXTla9vcV77rvZO4lf0mfeyb//QtXIFFe5sjFsNBPcYokSFxZmffre+CH/+S+/aHpG0eZkXOPDdkmJVe/Y74cAnrE6hq4Mg4LEwC2Yc0TvbIwOCrqG3g4hq5I86aNRBow4addCog1ABQIABAEYF1mtj1vdvAAAAAElFTkSuQmCC",https://www.flashscore.com/football/bermuda/,PREMIER LEAGUE - ROUND 13,None,https://www.flashscore.com/football/bermuda/premier-league/,26.02.2026,2026-02-26T04:24:50.371065+00:00,None,None,None
BRAZIL_SERIE_A_BETANO___ROUND_4,BRAZIL,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAEuElEQVR42uxXbWxTVRhut35tbW9Xutp2ra3boN3GNnE2q/4AXEYMRmMmLoJEJDH8MAGjKGrYPzEBjIkanEIi/lATRf8oKn6gMDIwkUqcWHFr54o1/f5cd9uuvV07n3rnpay06zasxPjmpjn39Jz3POc573ne97JvPvQg60ayKtYNZv9RQE9oIniuiyvOMud3E8mDTX41fwbtXml878RNownechxWS+5pW9pMojr7jDb8QmOQ4GTpHjk3s0UxhdeLMUFqll3RIwMxn3Q4tyujhX+hE39hQIWODMQM6EIPyEmmxzNJeKIE3dYrAiJBCif4Xqv7Ha9k0CmdylT9g4A2SOMHmgPARL+euNj29rAJgPLHrDNMbDb91KXL8Qfceyfk30aE5S/BLlMYAQJQAIhh5fmP7hv3yYuN32waeeruYboNQIBVJlVlBTU2erTF21pL0a+xJH/L4Ue9UaLElEsuFQasM9jRbqpJI9iD6eqxBH+5gBANb+p9IJ9fNct07n6/zxFasaBr8CcWUO0aL9qYvkGaMBFJM1lDlqSqFCDgeGWVH/u76loSxoS2r6bZtfEuHVt3Wa1P96xu53N4bn+s0MMvLuWm2y08TobZHsimsmzowuIA0cSA53xiaLNnHvNSYlvY3iBSXAhdIBoSnatXUGrbI/0r1Rp+//p2sbDaenlODqgZjq4+olcGmOlwuLZuGlTh+HCIZQFCEnhD76PFt9AeeqmtRa0a+jz93bkoaVW5fpAH7ULZjM4zFWxsZfNlyTOec7yUlJycGy8WpOhImrdh7JbNZpmnakpde4TtgWY/E7zXNET00PceMn7lHK32MJ7c2sLss3sURoOW1Afd45yxk3IyTs0ThXzbpY4UZpur4qtFmCpGTL4xJyIWcl8dMDFtLH/ksPP4oMBq5tj4w5p+s7FDWdoVlsOiRVPHxwFxn0VTSGOhGTvq8YCn3fvP02j2PdmFX7c/AVhjZyRK83YVX7NvYM3WjXXFnECfsBwWLZXLXCnOtlHVTpuimI5BiHvuUPWYVGQsbWiU0J3oOfLBGCAyw9w+cvbnTlaas75zutAJnGMJPFiurOQK7L0j2nnY/wZkt9qjLx+1YHnwQXd+euqPxx9uQWwxw8CWsV22Y8/pTOCzazovlk+K6hDqB8yBjpmIaabAyKVPZeDEj9pwXEhRuU6c1NdnXWj87oyFJlP392oNTRI84GzovGet9uRtWns+/TvHlW+560oUJwsoNVyAJ4jHGtGV0IP4fnNJ7wnOIIYs1gh944AmR4yIC/5A3qF3fxWyHS9u+pKZheT/9G8Ke5K73FyG3ZyN1p6KCG8VJ1GCoUcmSty50gFM0D3m/tMn2KCoRbteKuAmLa9tPU5rNE3MMT9RTtVWbsUIVYVHSBldeQETckI4XsskfDqe8MtjBboVXz1372kazaBLCqVZkJhFlx/5ynGwKdBNTDM6afPJRxwatEX8VNctzlWKuUQBuVtCic1e2oci8u4uTYSp1AoNxLzulFauyEe6/iIkAlvzagEYdHXbaMOiqsTr812WC9W/xI2RUDT2O2TQ1UK5q8Rn0Fw1kuR96COgC1S2aodVhfv4L38oMsT8/21fKftTgAEAfTYwfnA3z5sAAAAASUVORK5CYII=",https://www.flashscore.com/football/brazil/,SERIE A BETANO - ROUND 4,None,https://www.flashscore.com/football/brazil/serie-a-betano/,26.02.2026,2026-02-26T04:26:31.390052+00:00,None,None,None
jyDQ6SF7,BRAZIL,https://www.flashscore.com/fl_39,https://www.flashscore.com/football/brazil/,CARIOCA - RELEGATION GROUP - ROUND 4,https://static.flashscore.com/res/image/data/hSHVvJVI-U3c6WGjr.png,https://www.flashscore.com/football/brazil/carioca/,26.02.2026,2026-02-26T04:28:42.623974+00:00,None,None,None
