fixture_id,date,match_time,region_league,league_id,home_team,away_team,home_team_id,away_team_id,home_score,away_score,match_status,match_link,league_stage,last_updated
KYUTWO7j,,21:00,NORTH & CENTRAL AMERICA - CONCACAF Championship U20,Unknown,Sint Maarten U20,Costa Rica U20,lKkY6nIp,4UFbNsVc,-,-,finished,https://www.flashscore.com/match/football/costa-rica-lKkY6nIp/sint-maarten-4UFbNsVc/?mid=KYUTWO7j,Qualification,2026-02-26T13:19:47.037417+00:00
YDCGfSac,,22:00,NORTH & CENTRAL AMERICA - CONCACAF Championship U20,Unknown,Anguilla U20,Haiti U20,IZLNqGaR,WtmlJpml,-,-,finished,https://www.flashscore.com/match/football/anguilla-IZLNqGaR/haiti-WtmlJpml/?mid=YDCGfSac,Qualification,2026-02-26T13:19:47.037417+00:00
KAnstTp4,,23:00,NORTH & CENTRAL AMERICA - CONCACAF Championship U20,Unknown,United States Virgin Islands U20,Canada U20,EeOyT23G,Who2GPu3,-,-,finished,https://www.flashscore.com/match/football/canada-EeOyT23G/united-states-virgin-islands-Who2GPu3/?mid=KAnstTp4,Qualification,2026-02-26T13:19:47.037417+00:00
GGegdnF6,,19:00,OMAN - Professional League,Unknown,Dhofar,Oman Club,pjsQ54Cc,nPxbG6zt,-,-,finished,https://www.flashscore.com/match/football/dhofar-pjsQ54Cc/oman-club-nPxbG6zt/?mid=GGegdnF6,Unknown,2026-02-26T13:19:47.037417+00:00
CvGQidvQ,,22:30,PARAGUAY - Copa de Primera - Apertura,Unknown,Rubio Nu,San Lorenzo,44u3vKp4,Awvfjn49,-,-,finished,https://www.flashscore.com/match/football/rubio-nu-44u3vKp4/san-lorenzo-Awvfjn49/?mid=CvGQidvQ,Unknown,2026-02-26T13:19:47.037417+00:00
AeBDjQmK,,19:30,QATAR - QSL,Unknown,Al-Duhail,Al-Sadd,WYZnRzI1,AkENgqwB,-,-,finished,https://www.flashscore.com/match/football/al-duhail-WYZnRzI1/al-sadd-AkENgqwB/?mid=AeBDjQmK,Unknown,2026-02-26T13:19:47.037417+00:00
rkJRSMeD,,19:30,QATAR - QSL,Unknown,Al-Gharafa,Al Rayyan,SQrTeoKd,SWo1QmYO,-,-,finished,https://www.flashscore.com/match/football/al-gharafa-SQrTeoKd/al-rayyan-SWo1QmYO/?mid=rkJRSMeD,Unknown,2026-02-26T13:19:47.037417+00:00
Iuy0Ou5e,,16:30,ROMANIA - Liga 2,Unknown,Steaua Bucuresti,CSM Slatina,zRqy53ur,UBkj02Q9,-,-,finished,https://www.flashscore.com/match/football/csm-slatina-zRqy53ur/steaua-bucuresti-UBkj02Q9/?mid=Iuy0Ou5e,Unknown,2026-02-26T13:19:47.037417+00:00
b5Ld3u04,,20:00,SAUDI ARABIA - Saudi Professional League,Unknown,Al Fateh,Damac,OIDqIbjd,xfAehSWL,-,-,finished,https://www.flashscore.com/match/football/al-fateh-OIDqIbjd/damac-xfAehSWL/?mid=b5Ld3u04,Unknown,2026-02-26T13:19:47.037417+00:00
On7Ej2Gb,,20:00,SAUDI ARABIA - Saudi Professional League,Unknown,Al Riyadh,Al Ahli SC,0MHmoCY0,l6Iu2w06,-,-,finished,https://www.flashscore.com/match/football/al-ahli-sc-0MHmoCY0/al-riyadh-l6Iu2w06/?mid=On7Ej2Gb,Unknown,2026-02-26T13:19:47.037417+00:00
v5h9Suyq,,15:30,SEYCHELLES - Premier League,Unknown,St Michel United,Real Maldives,zLwAvKwG,vBqEk5c4,-,-,finished,https://www.flashscore.com/match/football/real-maldives-zLwAvKwG/st-michel-united-vBqEk5c4/?mid=v5h9Suyq,Unknown,2026-02-26T13:19:47.037417+00:00
WrJ7xKtg,,17:00,TANZANIA - Ligi Kuu Bara,Unknown,Namungo,Singida Black Stars,rq101FoU,jTBgEvMq,-,-,finished,https://www.flashscore.com/match/football/namungo-rq101FoU/singida-black-stars-jTBgEvMq/?mid=WrJ7xKtg,Unknown,2026-02-26T13:19:47.037417+00:00
8Sj31wpI,,18:30,UNITED ARAB EMIRATES - UAE League,Unknown,Al Jazira,Al Sharjah,WUREBBlh,YqFkJ2t6,-,-,finished,https://www.flashscore.com/match/football/al-jazira-WUREBBlh/al-sharjah-YqFkJ2t6/?mid=8Sj31wpI,Unknown,2026-02-26T13:19:47.037417+00:00
ttkBaHEU,,18:30,UNITED ARAB EMIRATES - UAE League,Unknown,Ittihad Kalba,Al Dhafra,WnyRy5t6,CxR74upk,-,-,finished,https://www.flashscore.com/match/football/al-dhafra-WnyRy5t6/ittihad-kalba-CxR74upk/?mid=ttkBaHEU,Unknown,2026-02-26T13:19:47.037417+00:00
GSrqjeuB,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Al Arabi,Al Hamriyah,6JKdE4o3,z5nFsAsU,-,-,finished,https://www.flashscore.com/match/football/al-arabi-uae-6JKdE4o3/al-hamriyah-z5nFsAsU/?mid=GSrqjeuB,Unknown,2026-02-26T13:19:47.037417+00:00
dOBIZZfU,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Al Urooba,Al-Ittifaq,SAlALi3d,A792j1gd,-,-,finished,https://www.flashscore.com/match/football/al-ittifaq-SAlALi3d/al-urooba-A792j1gd/?mid=dOBIZZfU,Unknown,2026-02-26T13:19:47.037417+00:00
xrXilZ9N,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Dibba Al Hisn,Al Fujairah,b1keFgcs,tvrpfLrG,-,-,finished,https://www.flashscore.com/match/football/al-fujairah-b1keFgcs/dibba-al-hisn-tvrpfLrG/?mid=xrXilZ9N,Unknown,2026-02-26T13:19:47.037417+00:00
YRXMrDXp,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Emirates Club,Al Jazira Hamra,CMjaisvj,p4rvWiWp,-,-,finished,https://www.flashscore.com/match/football/al-jazira-hamra-CMjaisvj/emirates-club-p4rvWiWp/?mid=YRXMrDXp,Unknown,2026-02-26T13:19:47.037417+00:00
82uyhHAb,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Gulf United,Dubai City,0I76gFiS,ncKaA39S,-,-,finished,https://www.flashscore.com/match/football/dubai-city-0I76gFiS/gulf-united-ncKaA39S/?mid=82uyhHAb,Unknown,2026-02-26T13:19:47.037417+00:00
CznSgwtn,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,Masfut,Al Thaid,Uc1fhNOq,xdCE608k,-,-,finished,https://www.flashscore.com/match/football/al-thaid-Uc1fhNOq/masfut-xdCE608k/?mid=CznSgwtn,Unknown,2026-02-26T13:19:47.037417+00:00
lzG96GPi,,19:00,UNITED ARAB EMIRATES - Division 1,Unknown,United FC,Majd FC,dWqPk8zo,6s1W4sXk,-,-,finished,https://www.flashscore.com/match/football/majd-fc-dWqPk8zo/united-fc-6s1W4sXk/?mid=lzG96GPi,Unknown,2026-02-26T13:19:47.037417+00:00
buRldqn3,,18:30,UNITED ARAB EMIRATES - Pro League U23,Unknown,Ajman U23,Al Wahda U23,6qxvQaHM,OjZtEARk,-,-,finished,https://www.flashscore.com/match/football/ajman-6qxvQaHM/al-wahda-OjZtEARk/?mid=buRldqn3,Unknown,2026-02-26T13:19:47.037417+00:00
65UdfNGF,,18:30,UNITED ARAB EMIRATES - Pro League U23,Unknown,Shabab Al-Ahli Dubai U23,Al Wasl U23,vJcAJW3S,lYOel3QG,-,-,finished,https://www.flashscore.com/match/football/al-wasl-vJcAJW3S/shabab-al-ahli-dubai-lYOel3QG/?mid=65UdfNGF,Unknown,2026-02-26T13:19:47.037417+00:00
t4SJ5d2m,,13:00,WORLD - Friendly International,Unknown,North Macedonia U18,Bulgaria U19,4Eh6r9et,nkVwxv5O,-,-,finished,https://www.flashscore.com/match/football/bulgaria-4Eh6r9et/north-macedonia-nkVwxv5O/?mid=t4SJ5d2m,Unknown,2026-02-26T13:19:47.037417+00:00
rq3IzY8j,,14:00,WORLD - Friendly International,Unknown,Georgia U17,North Macedonia U17,S83wvSZa,nBoioAsQ,-,-,finished,https://www.flashscore.com/match/football/georgia-S83wvSZa/north-macedonia-nBoioAsQ/?mid=rq3IzY8j,Unknown,2026-02-26T13:19:47.037417+00:00
YRkRw797,,15:00,WORLD - Club Friendly,Unknown,Sandefjord (Nor),Stabaek (Nor),IXyr4UxA,CbXNfZvn,-,-,finished,https://www.flashscore.com/match/football/sandefjord-IXyr4UxA/stabaek-CbXNfZvn/?mid=YRkRw797,Unknown,2026-02-26T13:19:47.037417+00:00
lQRADOe3,,18:00,WORLD - Club Friendly,Unknown,Asane (Nor),Bjarg (Nor),bJZUbRjF,CYdDI8u0,-,-,finished,https://www.flashscore.com/match/football/asane-bJZUbRjF/bjarg-CYdDI8u0/?mid=lQRADOe3,Unknown,2026-02-26T13:19:47.037417+00:00
n5R8vP23,,18:30,WORLD - Club Friendly,Unknown,A. Lustenau (Aut),Hohenems (Aut),655zEcZJ,n1WXRNmJ,-,-,finished,https://www.flashscore.com/match/football/a-lustenau-655zEcZJ/hohenems-n1WXRNmJ/?mid=n5R8vP23,Unknown,2026-02-26T13:19:47.037417+00:00
rTOmi2n9,,18:30,WORLD - Club Friendly,Unknown,Vitkovice (Cze),Vratimov (Cze),x6Lam4Z8,vLIxHQRc,-,-,finished,https://www.flashscore.com/match/football/vitkovice-x6Lam4Z8/vratimov-fc-vLIxHQRc/?mid=rTOmi2n9,Unknown,2026-02-26T13:19:47.037417+00:00
djVIB2QF,,19:25,WORLD - Club Friendly,Unknown,OKS Odense (Den),Odder (Den),rwEtnyp8,CYM0gAER,-,-,finished,https://www.flashscore.com/match/football/odder-rwEtnyp8/oks-odense-CYM0gAER/?mid=djVIB2QF,Unknown,2026-02-26T13:19:47.037417+00:00
zioPMgaL,,19:00,WORLD - Friendly International Women,Unknown,Bahrain W,Saudi Arabia W,p0B3lJB2,xbuqLwDS,-,-,finished,https://www.flashscore.com/match/football/bahrain-p0B3lJB2/saudi-arabia-xbuqLwDS/?mid=zioPMgaL,Unknown,2026-02-26T13:19:47.037417+00:00
UosmCTak,,14:00,ZAMBIA - Super League,Unknown,Konkola,ZESCO,GCFGgmS2,0f5FgmUG,-,-,finished,https://www.flashscore.com/match/football/konkola-blades-GCFGgmS2/zesco-0f5FgmUG/?mid=UosmCTak,Unknown,2026-02-26T13:19:47.037417+00:00
O82MQSEr,,14:00,ZAMBIA - Super League,Unknown,Red Arrows,Power Dynamos,KlN00gNJ,40edj3GC,-,-,finished,https://www.flashscore.com/match/football/power-dynamos-KlN00gNJ/red-arrows-40edj3GC/?mid=O82MQSEr,Unknown,2026-02-26T13:19:47.037417+00:00
